,short_name,long_name,overall,age,dob,height_cm,weight_kg,club_position,Position,club_name,league_name,nationality_name,club_jersey_number,preferred_foot,weak_foot,skill_moves,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking,skill,movement,power,mentality
607,B. Romero,Braian Ezequiel Romero,77,30,1991-06-15,178,73,RS,Forward,River Plate,Argentina Primera División,Argentina,19,Right,2,3,Long Shot Taker (AI)  Speed Dribbler (AI),90,77,69,76,50,72,71.2,64.4,84.8,72.4,70.3333333333333
608,M. Marega,Moussa Marega,77,30,1991-04-14,183,83,RS,Forward,Al Hilal,Saudi Abdul L. Jameel League,Mali,17,Right,3,3,Finesse Shot  Long Shot Taker (AI)  Speed Dribbler (AI)  Outside Foot Shot,87,77,61,65,39,89,71,55.4,73.4,81,68.1666666666667
609,Pedraza,Alfonso Pedraza Sag,77,25,1996-04-09,184,73,LB,Defender,Villarreal CF,Spain Primera Division,Spain,24,Left,2,3,Speed Dribbler (AI),78,72,70,75,73,77,69.6,70,74.4,74.6,68.8333333333333
610,M. Rashica,Milot Rashica,77,25,1996-06-28,177,73,LM,Midfield,Norwich City,English Premier League,Kosovo,17,Right,4,4,Power Free-Kick  Long Shot Taker (AI)  Speed Dribbler (AI)  Outside Foot Shot,83,77,71,83,46,65,69.4,75.6,83.4,68.8,68
611,Y. Soteldo,Yeferson Julio Soteldo Martínez,77,24,1997-06-30,158,55,LM,Midfield,Toronto FC,USA Major League Soccer,Venezuela,30,Right,5,4,Finesse Shot  Flair  Long Shot Taker (AI)  Technical Dribbler (AI),83,71,74,82,35,57,64.8,76.6,85.6,64.6,61.8333333333333
612,L. Romo,Luis Francisco Romo Barrón,77,26,1995-06-05,182,84,CDM,Midfield,Cruz Azul,Mexican Liga MX,Mexico,7,Right,3,3,Power Free-Kick  Long Shot Taker (AI),72,61,65,65,75,85,55.6,67,65.8,78.4,66
613,A. Bayındır,Altay Bayındır,77,23,1998-04-14,198,73,GK,GK,Fenerbahçe SK,Turkish Süper Lig,Turkey,1,Right,2,1,Rushes Out Of Goal  Cautious With Crosses  Saves with Feet,73.8988941548183,67.4723538704581,72.8862559241706,76.4881516587678,62.7219589257504,73.2922590837283,16,14.4,31,38.2,27.1666666666667
614,B. Sosa,Borna Sosa,77,23,1998-01-21,187,79,LM,Midfield,VfB Stuttgart,German 1. Bundesliga,Croatia,24,Left,2,3,Injury Prone  Early Crosser  Speed Dribbler (AI),79,43,75,75,71,69,59,70.8,74.2,62.8,62.1666666666667
615,D. McNeil,Dwight McNeil,77,21,1999-11-22,183,70,LM,Midfield,Burnley,English Premier League,England,11,Left,2,3,Long Shot Taker (AI)  Technical Dribbler (AI),72,68,77,80,53,67,68,77,74.6,70.4,65
616,I. Meslier,Illan Meslier,77,21,2000-03-02,196,74,GK,GK,Leeds United,English Premier League,France,1,Left,2,1,Long Passer (AI)  GK Long Throw  Comes For Crosses  Saves with Feet,73.8988941548183,67.4723538704581,72.8862559241706,76.4881516587678,62.7219589257504,73.2922590837283,18.6,22.8,42.2,41.4,32.3333333333333
617,E. Reynoso,Emanuel Reynoso,77,25,1995-11-16,176,67,CAM,Midfield,Minnesota United FC,USA Major League Soccer,Argentina,10,Left,3,4,Playmaker (AI)  Technical Dribbler (AI),66,65,78,79,57,67,64.6,76.8,72.6,66.8,70.5
618,A. Nwakaeme,Anthony Nuatuzor Nwakaeme,77,32,1989-03-21,185,80,LW,Forward,Trabzonspor,Turkish Süper Lig,Nigeria,9,Right,4,4,Finesse Shot  Flair  Long Shot Taker (AI)  Speed Dribbler (AI)  Outside Foot Shot  Technical Dribbler (AI),80,76,74,79,39,80,72.6,73.4,74.8,80.4,61.8333333333333
619,M. Damsgaard,Mikkel Krogh Damsgaard,77,20,2000-07-03,180,71,LM,Midfield,U.C. Sampdoria,Italian Serie A,Denmark,38,Right,3,4,Flair  Long Shot Taker (AI)  Speed Dribbler (AI)  Technical Dribbler (AI),85,69,72,82,48,63,61.4,76.2,83.6,69.2,63.5
620,S. Tonali,Sandro Tonali,77,21,2000-05-08,181,79,RDM,Midfield,AC Milan,Italian Serie A,Italy,8,Right,4,3,Long Passer (AI)  Team Player,78,65,77,76,72,76,68.4,76.2,75.4,72.2,71.3333333333333
621,Gorosabel,Andoni Gorosabel Espinosa,77,24,1996-08-04,174,70,RB,Defender,Real Sociedad,Spain Primera Division,Spain,18,Right,2,2,Early Crosser,75,46,70,71,75,68,59.8,62,73.4,64.8,61.5
622,L. Suárez,Luis Javier Suárez Charris,77,23,1997-12-02,185,74,LM,Midfield,Granada CF,Spain Primera Division,Colombia,9,Right,4,3,Speed Dribbler (AI)  Chip Shot (AI),86,78,65,74,40,79,71.2,67,80.6,74.2,66.3333333333333
623,G. Reyna,Giovanni Alejandro Reyna,77,18,2002-11-13,185,79,LCM,Midfield,Borussia Dortmund,German 1. Bundesliga,United States,7,Right,2,4,Technical Dribbler (AI),77,71,74,82,36,71,67.2,74,78.2,73.8,61
624,Arthur Cabral,Arthur Mendonça Cabral,77,23,1998-04-25,186,89,ST,Forward,FC Basel 1893,Swiss Super League,Brazil,10,Right,4,3,Flair  Power Header,72,77,63,74,31,78,71.4,59.6,71.6,78.4,62.6666666666667
625,J. Doku,Jérémy Doku,77,19,2002-05-27,171,60,RM,Midfield,Stade Rennais FC,French Ligue 1,Belgium,11,Right,3,4,Flair  Speed Dribbler (AI),92,66,67,83,25,67,59.6,65.4,88.4,69.2,57.6666666666667
626,Ibañez,Roger Ibañez Da Silva,77,22,1998-11-23,185,73,LCB,Defender,Roma,Italian Serie A,Brazil,3,Right,2,2,Dives Into Tackles (AI),81,32,45,57,79,77,45.2,44,74.8,58.8,55.3333333333333
627,T. Holeš,Tomáš Holeš,77,28,1993-03-31,180,73,LCB,Defender,SK Slavia Praha,Czech Republic Gambrinus Liga,Czech Republic,3,Right,4,2,Dives Into Tackles (AI),78,69,70,73,77,82,71,66.2,77.6,78.2,71.8333333333333
628,S. Weissman,Shon Zalman Weissman,77,25,1996-02-14,174,79,ST,Forward,Real Valladolid CF,Spanish Segunda División,Israel,9,Right,4,3,Leadership  Power Header,77,79,65,71,32,70,73.8,62.6,74.6,73,67
629,A. Musrati,Almoatasembellah Ali Mohamed Al musrati,77,25,1996-04-06,189,83,LCM,Midfield,SC Braga,Portuguese Liga ZON SAGRES,Libya,8,Right,2,2,Long Passer (AI),59,54,68,68,74,82,57,60.6,59,71.4,67
630,J. Veerman,Joey Veerman,77,22,1998-11-19,185,75,LDM,Midfield,SC Heerenveen,Holland Eredivisie,Netherlands,20,Right,4,3,Long Passer (AI)  Long Shot Taker (AI)  Playmaker (AI)  Outside Foot Shot,65,68,81,78,62,73,67.2,76.6,69.4,69,69.5
631,N. Madueke,Chukwunonso Tristan Madueke,77,19,2002-03-10,182,70,RAM,Midfield,PSV,Holland Eredivisie,England,10,Left,4,4,Flair  Technical Dribbler (AI),90,71,68,83,36,62,63.4,74,83.6,69.8,58.8333333333333
632,M. Oršić,Mislav Oršić,77,28,1992-12-29,179,69,LM,Midfield,Dinamo Zagreb,Croatian Prva HNL,Croatia,99,Right,4,3,Power Free-Kick  Finesse Shot  Long Shot Taker (AI)  Speed Dribbler (AI),90,82,71,77,56,62,71,75.6,86.4,74.6,67.3333333333333
633,N. González,Nicolás Iván González,77,23,1998-04-06,180,72,LW,Forward,Fiorentina,Italian Serie A,Argentina,22,Left,2,4,Injury Prone  Speed Dribbler (AI)  Technical Dribbler (AI),87,71,64,82,45,60,72.4,64.4,81.4,63.8,67.8333333333333
634,V. Rosier,Valentin André Henri Rosier,77,24,1996-08-19,175,75,RB,Defender,Beşiktaş JK,Turkish Süper Lig,France,2,Right,2,3,Long Throw-in  Speed Dribbler (AI),83,52,66,76,73,75,60.2,65,81.4,68.8,65
635,Salvi Sánchez,Salvador Sánchez Ponce,77,30,1991-03-30,175,64,RM,Midfield,Cádiz CF,Spain Primera Division,Spain,7,Right,3,3,Speed Dribbler (AI)  Playmaker (AI)  Chip Shot (AI),89,70,74,76,39,53,67.2,72.6,82,60,60.5
636,F. Müller,Florian Müller,77,23,1997-11-13,190,88,GK,GK,VfB Stuttgart,German 1. Bundesliga,Germany,1,Left,4,1,Cautious With Crosses,73.8988941548183,67.4723538704581,72.8862559241706,76.4881516587678,62.7219589257504,73.2922590837283,15.2,19,48.8,45,25.6666666666667
637,I. Sangaré,Ibrahim Sangaré,77,23,1997-12-02,191,77,LDM,Midfield,PSV,Holland Eredivisie,Côte d'Ivoire,6,Right,4,3,Power Free-Kick,66,65,70,70,77,84,66.4,67.2,67.6,76.8,72
638,E. Álvarez,Edson Omar Álvarez Velázquez,77,23,1997-10-24,187,73,RCM,Midfield,Ajax,Holland Eredivisie,Mexico,4,Right,3,2,Solid Player  Dives Into Tackles (AI),69,53,66,65,79,84,65.6,56.4,68.2,70.8,69
639,C. Ünder,Cengiz Ünder,77,23,1997-07-14,173,66,RM,Midfield,Olympique de Marseille,French Ligue 1,Turkey,17,Left,4,3,Flair  Long Shot Taker (AI)  Technical Dribbler (AI),81,75,73,81,37,52,70,75.2,79.8,65.4,57.8333333333333
640,F. Bustos,Fabricio Bustos Sein,77,25,1996-04-28,167,66,RB,Defender,Club Atlético Independiente,Argentina Primera División,Argentina,16,Right,3,4,Early Crosser  Speed Dribbler (AI),84,64,72,77,70,86,62.2,65.6,80.8,72.4,73
641,Douglas Luiz,Douglas Luiz Soares de Paulo,77,23,1998-05-09,175,66,CDM,Midfield,Aston Villa,English Premier League,Brazil,6,Right,2,3,Finesse Shot  Long Shot Taker (AI),67,67,74,76,74,69,66.2,71.8,72.4,71.4,65.6666666666667
642,F. Gorriarán,Fernando Gorriarán Fontes,77,26,1994-11-27,168,68,LDM,Midfield,Santos Laguna,Mexican Liga MX,Uruguay,11,Right,4,3,Leadership  Playmaker (AI)  Technical Dribbler (AI),74,68,75,77,73,71,68.2,71.8,78.2,73.4,72.8333333333333
643,C. Stengs,Calvin Stengs,77,22,1998-12-18,187,68,RM,Midfield,OGC Nice,French Ligue 1,Netherlands,22,Left,3,4,Flair  Playmaker (AI)  Outside Foot Shot  Technical Dribbler (AI),76,68,75,80,33,59,65,74.2,76,66.2,59.1666666666667
644,D. Szoboszlai,Dominik Szoboszlai,77,20,2000-10-25,186,74,RAM,Midfield,RB Leipzig,German 1. Bundesliga,Hungary,17,Right,4,4,Early Crosser  Flair  Long Passer (AI)  Long Shot Taker (AI)  Playmaker (AI)  Outside Foot Shot  Technical Dribbler (AI),79,78,79,79,34,64,73.2,83,73.8,76,62
645,M. Terrier,Martin Terrier,77,24,1997-03-04,184,73,RS,Forward,Stade Rennais FC,French Ligue 1,France,7,Right,3,3,Finesse Shot,84,77,74,76,35,66,73,72,76.8,73,62.8333333333333
646,M. Camara,Mohamed Mady Camara,77,24,1997-02-28,182,75,RCM,Midfield,Olympiacos CFP,Greek Super League,Guinea,4,Right,3,4,Long Shot Taker (AI),76,74,73,75,74,83,70.4,70.6,75.4,79.8,73.3333333333333
647,T. Malacia,Tyrell Malacia,77,21,1999-08-17,169,67,LB,Defender,Feyenoord,Holland Eredivisie,Netherlands,15,Left,3,3,Long Throw-in  Dives Into Tackles (AI)  Early Crosser  Speed Dribbler (AI),81,56,64,75,72,73,63.4,55.2,81,71.8,61.8333333333333
648,Wilson Manafá,Wilson Miguéis Manafá Jancó,77,26,1994-07-23,177,69,LB,Defender,FC Porto,Portuguese Liga ZON SAGRES,Portugal,18,Right,4,3,Speed Dribbler (AI)  Giant Throw-in  Outside Foot Shot,87,60,67,76,70,69,65,64.2,83.2,65,67.3333333333333
649,J. Clauss,Jonathan Clauss,77,28,1992-09-25,178,67,RWB,Defender,Racing Club de Lens,French Ligue 1,France,11,Right,3,3,Early Crosser,85,66,70,76,67,71,66,67,80,71.4,64.1666666666667
650,Galeno,Wenderson Rodrigues do Nascimento Galeno,77,23,1997-10-22,179,62,LM,Midfield,SC Braga,Portuguese Liga ZON SAGRES,Brazil,90,Right,3,4,Flair  Long Shot Taker (AI)  Speed Dribbler (AI),91,70,66,82,32,66,60.4,72.2,83.4,71.6,63.6666666666667
651,J. Lascelles,Jamaal Lascelles,77,27,1993-11-11,188,83,CB,Defender,Newcastle United,English Premier League,England,6,Right,3,2,Leadership  Power Header,58,35,51,56,77,79,51,44.6,60.2,62.6,52.1666666666667
